File,,REFLECTIVITY.csv,,,,,,,,
Date/Time,,26-03-05/14:34,,,,,,,,
,,,,,,,,,,
Trace,,A,,,,,,,,
1557.62,-1.818156412,1.5200E-002,1557.62,1.5200E-002,1557.62,1.5200E-002,1557.62,1.5200E-002,1557.62,1.5200E-002
1557.69,-1.820735536,1.5110E-002,1557.69,1.5110E-002,1557.69,1.5110E-002,1557.69,1.5110E-002,1557.69,1.5110E-002
1557.76,-1.823908741,1.5000E-002,1557.76,1.5000E-002,1557.76,1.5000E-002,1557.76,1.5000E-002,1557.76,1.5000E-002
1557.83,-1.827689031,1.4870E-002,1557.83,1.4870E-002,1557.83,1.4870E-002,1557.83,1.4870E-002,1557.83,1.4870E-002
1557.9,-1.830913643,1.4760E-002,1557.9,1.4760E-002,1557.9,1.4760E-002,1557.9,1.4760E-002,1557.9,1.4760E-002
1557.97,-1.832978204,1.4690E-002,1557.97,1.4690E-002,1557.97,1.4690E-002,1557.97,1.4690E-002,1557.97,1.4690E-002
1558.04,-1.836838625,1.4560E-002,1558.04,1.4560E-002,1558.04,1.4560E-002,1558.04,1.4560E-002,1558.04,1.4560E-002
1558.11,-1.839831707,1.4460E-002,1558.11,1.4460E-002,1558.11,1.4460E-002,1558.11,1.4460E-002,1558.11,1.4460E-002
1558.18,-1.842241114,1.4380E-002,1558.18,1.4380E-002,1558.18,1.4380E-002,1558.18,1.4380E-002,1558.18,1.4380E-002
1558.25,-1.846490011,1.4240E-002,1558.25,1.4240E-002,1558.25,1.4240E-002,1558.25,1.4240E-002,1558.25,1.4240E-002
1558.32,-1.84924356,1.4150E-002,1558.32,1.4150E-002,1558.32,1.4150E-002,1558.32,1.4150E-002,1558.32,1.4150E-002
1558.39,-1.853561865,1.4010E-002,1558.39,1.4010E-002,1558.39,1.4010E-002,1558.39,1.4010E-002,1558.39,1.4010E-002
1558.46,-1.85667287,1.3910E-002,1558.46,1.3910E-002,1558.46,1.3910E-002,1558.46,1.3910E-002,1558.46,1.3910E-002
1558.53,-1.859806321,1.3810E-002,1558.53,1.3810E-002,1558.53,1.3810E-002,1558.53,1.3810E-002,1558.53,1.3810E-002
1558.6,-1.864231485,1.3670E-002,1558.6,1.3670E-002,1558.6,1.3670E-002,1558.6,1.3670E-002,1558.6,1.3670E-002
1558.67,-1.868060705,1.3550E-002,1558.67,1.3550E-002,1558.67,1.3550E-002,1558.67,1.3550E-002,1558.67,1.3550E-002
1558.74,-1.87095494,1.3460E-002,1558.74,1.3460E-002,1558.74,1.3460E-002,1558.74,1.3460E-002,1558.74,1.3460E-002
1558.81,-1.875495775,1.3320E-002,1558.81,1.3320E-002,1558.81,1.3320E-002,1558.81,1.3320E-002,1558.81,1.3320E-002
1558.88,-1.88008459,1.3180E-002,1558.88,1.3180E-002,1558.88,1.3180E-002,1558.88,1.3180E-002,1558.88,1.3180E-002
1558.95,-1.882728704,1.3100E-002,1558.95,1.3100E-002,1558.95,1.3100E-002,1558.95,1.3100E-002,1558.95,1.3100E-002
1559.02,-1.887394998,1.2960E-002,1559.02,1.2960E-002,1559.02,1.2960E-002,1559.02,1.2960E-002,1559.02,1.2960E-002
1559.09,-1.890759031,1.2860E-002,1559.09,1.2860E-002,1559.09,1.2860E-002,1559.09,1.2860E-002,1559.09,1.2860E-002
1559.16,-1.895854449,1.2710E-002,1559.16,1.2710E-002,1559.16,1.2710E-002,1559.16,1.2710E-002,1559.16,1.2710E-002
1559.23,-1.900319359,1.2580E-002,1559.23,1.2580E-002,1559.23,1.2580E-002,1559.23,1.2580E-002,1559.23,1.2580E-002
1559.3,-1.904133547,1.2470E-002,1559.3,1.2470E-002,1559.3,1.2470E-002,1559.3,1.2470E-002,1559.3,1.2470E-002
1559.37,-1.908333042,1.2350E-002,1559.37,1.2350E-002,1559.37,1.2350E-002,1559.37,1.2350E-002,1559.37,1.2350E-002
1559.44,-1.912218582,1.2240E-002,1559.44,1.2240E-002,1559.44,1.2240E-002,1559.44,1.2240E-002,1559.44,1.2240E-002
1559.51,-1.91649738,1.2120E-002,1559.51,1.2120E-002,1559.51,1.2120E-002,1559.51,1.2120E-002,1559.51,1.2120E-002
1559.58,-1.921180817,1.1990E-002,1559.58,1.1990E-002,1559.58,1.1990E-002,1559.58,1.1990E-002,1559.58,1.1990E-002
1559.65,-1.926648298,1.1840E-002,1559.65,1.1840E-002,1559.65,1.1840E-002,1559.65,1.1840E-002,1559.65,1.1840E-002
1559.72,-1.931072388,1.1720E-002,1559.72,1.1720E-002,1559.72,1.1720E-002,1559.72,1.1720E-002,1559.72,1.1720E-002
1559.79,-1.93516778,1.1610E-002,1559.79,1.1610E-002,1559.79,1.1610E-002,1559.79,1.1610E-002,1559.79,1.1610E-002
1559.86,-1.93930216,1.1500E-002,1559.86,1.1500E-002,1559.86,1.1500E-002,1559.86,1.1500E-002,1559.86,1.1500E-002
1559.93,-1.944239535,1.1370E-002,1559.93,1.1370E-002,1559.93,1.1370E-002,1559.93,1.1370E-002,1559.93,1.1370E-002
1560,-1.950007143,1.1220E-002,1560,1.1220E-002,1560,1.1220E-002,1560,1.1220E-002,1560,1.1220E-002
1560.07,-1.953895213,1.1120E-002,1560.07,1.1120E-002,1560.07,1.1120E-002,1560.07,1.1120E-002,1560.07,1.1120E-002
1560.14,-1.958607315,1.1000E-002,1560.14,1.1000E-002,1560.14,1.1000E-002,1560.14,1.1000E-002,1560.14,1.1000E-002
1560.21,-1.964570262,1.0850E-002,1560.21,1.0850E-002,1560.21,1.0850E-002,1560.21,1.0850E-002,1560.21,1.0850E-002
1560.28,-1.968995719,1.0740E-002,1560.28,1.0740E-002,1560.28,1.0740E-002,1560.28,1.0740E-002,1560.28,1.0740E-002
1560.35,-1.973875483,1.0620E-002,1560.35,1.0620E-002,1560.35,1.0620E-002,1560.35,1.0620E-002,1560.35,1.0620E-002
1560.42,-1.979224512,1.0490E-002,1560.42,1.0490E-002,1560.42,1.0490E-002,1560.42,1.0490E-002,1560.42,1.0490E-002
1560.49,-1.985479461,1.0340E-002,1560.49,1.0340E-002,1560.49,1.0340E-002,1560.49,1.0340E-002,1560.49,1.0340E-002
1560.56,-1.989700043,1.0240E-002,1560.56,1.0240E-002,1560.56,1.0240E-002,1560.56,1.0240E-002,1560.56,1.0240E-002
1560.63,-1.994819487,1.0120E-002,1560.63,1.0120E-002,1560.63,1.0120E-002,1560.63,1.0120E-002,1560.63,1.0120E-002
1560.7,-1.999565923,1.0010E-002,1560.7,1.0010E-002,1560.7,1.0010E-002,1560.7,1.0010E-002,1560.7,1.0010E-002
1560.77,-2.004979394,9.8860E-003,1560.77,9.8860E-003,1560.77,9.8860E-003,1560.77,9.8860E-003,1560.77,9.8860E-003
1560.84,-2.009749967,9.7780E-003,1560.84,9.7780E-003,1560.84,9.7780E-003,1560.84,9.7780E-003,1560.84,9.7780E-003
1560.91,-2.015742798,9.6440E-003,1560.91,9.6440E-003,1560.91,9.6440E-003,1560.91,9.6440E-003,1560.91,9.6440E-003
1560.98,-2.020542682,9.5380E-003,1560.98,9.5380E-003,1560.98,9.5380E-003,1560.98,9.5380E-003,1560.98,9.5380E-003
1561.05,-2.027103216,9.3950E-003,1561.05,9.3950E-003,1561.05,9.3950E-003,1561.05,9.3950E-003,1561.05,9.3950E-003
1561.12,-2.032498825,9.2790E-003,1561.12,9.2790E-003,1561.12,9.2790E-003,1561.12,9.2790E-003,1561.12,9.2790E-003
1561.19,-2.037962313,9.1630E-003,1561.19,9.1630E-003,1561.19,9.1630E-003,1561.19,9.1630E-003,1561.19,9.1630E-003
1561.26,-2.043879614,9.0390E-003,1561.26,9.0390E-003,1561.26,9.0390E-003,1561.26,9.0390E-003,1561.26,9.0390E-003
1561.33,-2.049489107,8.9230E-003,1561.33,8.9230E-003,1561.33,8.9230E-003,1561.33,8.9230E-003,1561.33,8.9230E-003
1561.4,-2.055172004,8.8070E-003,1561.4,8.8070E-003,1561.4,8.8070E-003,1561.4,8.8070E-003,1561.4,8.8070E-003
1561.47,-2.060231225,8.7050E-003,1561.47,8.7050E-003,1561.47,8.7050E-003,1561.47,8.7050E-003,1561.47,8.7050E-003
1561.54,-2.066209116,8.5860E-003,1561.54,8.5860E-003,1561.54,8.5860E-003,1561.54,8.5860E-003,1561.54,8.5860E-003
1561.61,-2.072321736,8.4660E-003,1561.61,8.4660E-003,1561.61,8.4660E-003,1561.61,8.4660E-003,1561.61,8.4660E-003
1561.68,-2.078313525,8.3500E-003,1561.68,8.3500E-003,1561.68,8.3500E-003,1561.68,8.3500E-003,1561.68,8.3500E-003
1561.75,-2.084178212,8.2380E-003,1561.75,8.2380E-003,1561.75,8.2380E-003,1561.75,8.2380E-003,1561.75,8.2380E-003
1561.82,-2.090016305,8.1280E-003,1561.82,8.1280E-003,1561.82,8.1280E-003,1561.82,8.1280E-003,1561.82,8.1280E-003
1561.89,-2.096150662,8.0140E-003,1561.89,8.0140E-003,1561.89,8.0140E-003,1561.89,8.0140E-003,1561.89,8.0140E-003
1561.96,-2.102153068,7.9040E-003,1561.96,7.9040E-003,1561.96,7.9040E-003,1561.96,7.9040E-003,1561.96,7.9040E-003
1562.03,-2.108351056,7.7920E-003,1562.03,7.7920E-003,1562.03,7.7920E-003,1562.03,7.7920E-003,1562.03,7.7920E-003
1562.1,-2.11429962,7.6860E-003,1562.1,7.6860E-003,1562.1,7.6860E-003,1562.1,7.6860E-003,1562.1,7.6860E-003
1562.17,-2.120330794,7.5800E-003,1562.17,7.5800E-003,1562.17,7.5800E-003,1562.17,7.5800E-003,1562.17,7.5800E-003
1562.24,-2.126388803,7.4750E-003,1562.24,7.4750E-003,1562.24,7.4750E-003,1562.24,7.4750E-003,1562.24,7.4750E-003
1562.31,-2.132827249,7.3650E-003,1562.31,7.3650E-003,1562.31,7.3650E-003,1562.31,7.3650E-003,1562.31,7.3650E-003
1562.38,-2.139183036,7.2580E-003,1562.38,7.2580E-003,1562.38,7.2580E-003,1562.38,7.2580E-003,1562.38,7.2580E-003
1562.45,-2.145147638,7.1590E-003,1562.45,7.1590E-003,1562.45,7.1590E-003,1562.45,7.1590E-003,1562.45,7.1590E-003
1562.52,-2.151072287,7.0620E-003,1562.52,7.0620E-003,1562.52,7.0620E-003,1562.52,7.0620E-003,1562.52,7.0620E-003
1562.59,-2.157952711,6.9510E-003,1562.59,6.9510E-003,1562.59,6.9510E-003,1562.59,6.9510E-003,1562.59,6.9510E-003
1562.66,-2.164436248,6.8480E-003,1562.66,6.8480E-003,1562.66,6.8480E-003,1562.66,6.8480E-003,1562.66,6.8480E-003
1562.73,-2.170181813,6.7580E-003,1562.73,6.7580E-003,1562.73,6.7580E-003,1562.73,6.7580E-003,1562.73,6.7580E-003
1562.8,-2.177047759,6.6520E-003,1562.8,6.6520E-003,1562.8,6.6520E-003,1562.8,6.6520E-003,1562.8,6.6520E-003
1562.87,-2.183294816,6.5570E-003,1562.87,6.5570E-003,1562.87,6.5570E-003,1562.87,6.5570E-003,1562.87,6.5570E-003
1562.94,-2.189431471,6.4650E-003,1562.94,6.4650E-003,1562.94,6.4650E-003,1562.94,6.4650E-003,1562.94,6.4650E-003
1563.01,-2.196201592,6.3650E-003,1563.01,6.3650E-003,1563.01,6.3650E-003,1563.01,6.3650E-003,1563.01,6.3650E-003
1563.08,-2.202663199,6.2710E-003,1563.08,6.2710E-003,1563.08,6.2710E-003,1563.08,6.2710E-003,1563.08,6.2710E-003
1563.15,-2.209574083,6.1720E-003,1563.15,6.1720E-003,1563.15,6.1720E-003,1563.15,6.1720E-003,1563.15,6.1720E-003
1563.22,-2.215882184,6.0830E-003,1563.22,6.0830E-003,1563.22,6.0830E-003,1563.22,6.0830E-003,1563.22,6.0830E-003
1563.29,-2.222428195,5.9920E-003,1563.29,5.9920E-003,1563.29,5.9920E-003,1563.29,5.9920E-003,1563.29,5.9920E-003
1563.36,-2.228559513,5.9080E-003,1563.36,5.9080E-003,1563.36,5.9080E-003,1563.36,5.9080E-003,1563.36,5.9080E-003
1563.43,-2.235898624,5.8090E-003,1563.43,5.8090E-003,1563.43,5.8090E-003,1563.43,5.8090E-003,1563.43,5.8090E-003
1563.5,-2.242528052,5.7210E-003,1563.5,5.7210E-003,1563.5,5.7210E-003,1563.5,5.7210E-003,1563.5,5.7210E-003
1563.57,-2.249337354,5.6320E-003,1563.57,5.6320E-003,1563.57,5.6320E-003,1563.57,5.6320E-003,1563.57,5.6320E-003
1563.64,-2.255394125,5.5540E-003,1563.64,5.5540E-003,1563.64,5.5540E-003,1563.64,5.5540E-003,1563.64,5.5540E-003
1563.71,-2.262250926,5.4670E-003,1563.71,5.4670E-003,1563.71,5.4670E-003,1563.71,5.4670E-003,1563.71,5.4670E-003
1563.78,-2.269217724,5.3800E-003,1563.78,5.3800E-003,1563.78,5.3800E-003,1563.78,5.3800E-003,1563.78,5.3800E-003
1563.85,-2.27572413,5.3000E-003,1563.85,5.3000E-003,1563.85,5.3000E-003,1563.85,5.3000E-003,1563.85,5.3000E-003
1563.92,-2.282662417,5.2160E-003,1563.92,5.2160E-003,1563.92,5.2160E-003,1563.92,5.2160E-003,1563.92,5.2160E-003
1563.99,-2.289713352,5.1320E-003,1563.99,5.1320E-003,1563.99,5.1320E-003,1563.99,5.1320E-003,1563.99,5.1320E-003
1564.06,-2.296364762,5.0540E-003,1564.06,5.0540E-003,1564.06,5.0540E-003,1564.06,5.0540E-003,1564.06,5.0540E-003
1564.13,-2.303294219,4.9740E-003,1564.13,4.9740E-003,1564.13,4.9740E-003,1564.13,4.9740E-003,1564.13,4.9740E-003
1564.2,-2.310158591,4.8960E-003,1564.2,4.8960E-003,1564.2,4.8960E-003,1564.2,4.8960E-003,1564.2,4.8960E-003
1564.27,-2.316682738,4.8230E-003,1564.27,4.8230E-003,1564.27,4.8230E-003,1564.27,4.8230E-003,1564.27,4.8230E-003
1564.34,-2.323580768,4.7470E-003,1564.34,4.7470E-003,1564.34,4.7470E-003,1564.34,4.7470E-003,1564.34,4.7470E-003
1564.41,-2.330497166,4.6720E-003,1564.41,4.6720E-003,1564.41,4.6720E-003,1564.41,4.6720E-003,1564.41,4.6720E-003
1564.48,-2.338092707,4.5910E-003,1564.48,4.5910E-003,1564.48,4.5910E-003,1564.48,4.5910E-003,1564.48,4.5910E-003
1564.55,-2.344765493,4.5210E-003,1564.55,4.5210E-003,1564.55,4.5210E-003,1564.55,4.5210E-003,1564.55,4.5210E-003
1564.62,-2.350957366,4.4570E-003,1564.62,4.4570E-003,1564.62,4.4570E-003,1564.62,4.4570E-003,1564.62,4.4570E-003
1564.69,-2.359121221,4.3740E-003,1564.69,4.3740E-003,1564.69,4.3740E-003,1564.69,4.3740E-003,1564.69,4.3740E-003
1564.76,-2.365119859,4.3140E-003,1564.76,4.3140E-003,1564.76,4.3140E-003,1564.76,4.3140E-003,1564.76,4.3140E-003
1564.83,-2.372326968,4.2430E-003,1564.83,4.2430E-003,1564.83,4.2430E-003,1564.83,4.2430E-003,1564.83,4.2430E-003
1564.9,-2.379135525,4.1770E-003,1564.9,4.1770E-003,1564.9,4.1770E-003,1564.9,4.1770E-003,1564.9,4.1770E-003
1564.97,-2.386686839,4.1050E-003,1564.97,4.1050E-003,1564.97,4.1050E-003,1564.97,4.1050E-003,1564.97,4.1050E-003
1565.04,-2.393296259,4.0430E-003,1565.04,4.0430E-003,1565.04,4.0430E-003,1565.04,4.0430E-003,1565.04,4.0430E-003
1565.11,-2.40099076,3.9720E-003,1565.11,3.9720E-003,1565.11,3.9720E-003,1565.11,3.9720E-003,1565.11,3.9720E-003
1565.18,-2.407823243,3.9100E-003,1565.18,3.9100E-003,1565.18,3.9100E-003,1565.18,3.9100E-003,1565.18,3.9100E-003
1565.25,-2.415329616,3.8430E-003,1565.25,3.8430E-003,1565.25,3.8430E-003,1565.25,3.8430E-003,1565.25,3.8430E-003
1565.32,-2.421934116,3.7850E-003,1565.32,3.7850E-003,1565.32,3.7850E-003,1565.32,3.7850E-003,1565.32,3.7850E-003
1565.39,-2.429573822,3.7190E-003,1565.39,3.7190E-003,1565.39,3.7190E-003,1565.39,3.7190E-003,1565.39,3.7190E-003
1565.46,-2.435452288,3.6690E-003,1565.46,3.6690E-003,1565.46,3.6690E-003,1565.46,3.6690E-003,1565.46,3.6690E-003
1565.53,-2.442613118,3.6090E-003,1565.53,3.6090E-003,1565.53,3.6090E-003,1565.53,3.6090E-003,1565.53,3.6090E-003
1565.6,-2.450016389,3.5480E-003,1565.6,3.5480E-003,1565.6,3.5480E-003,1565.6,3.5480E-003,1565.6,3.5480E-003
1565.67,-2.456925765,3.4920E-003,1565.67,3.4920E-003,1565.67,3.4920E-003,1565.67,3.4920E-003,1565.67,3.4920E-003
1565.74,-2.464199709,3.4340E-003,1565.74,3.4340E-003,1565.74,3.4340E-003,1565.74,3.4340E-003,1565.74,3.4340E-003
1565.81,-2.470698002,3.3830E-003,1565.81,3.3830E-003,1565.81,3.3830E-003,1565.81,3.3830E-003,1565.81,3.3830E-003
1565.88,-2.477686205,3.3290E-003,1565.88,3.3290E-003,1565.88,3.3290E-003,1565.88,3.3290E-003,1565.88,3.3290E-003
1565.95,-2.484656107,3.2760E-003,1565.95,3.2760E-003,1565.95,3.2760E-003,1565.95,3.2760E-003,1565.95,3.2760E-003
1566.02,-2.491470281,3.2250E-003,1566.02,3.2250E-003,1566.02,3.2250E-003,1566.02,3.2250E-003,1566.02,3.2250E-003
1566.09,-2.499763525,3.1640E-003,1566.09,3.1640E-003,1566.09,3.1640E-003,1566.09,3.1640E-003,1566.09,3.1640E-003
1566.16,-2.506541949,3.1150E-003,1566.16,3.1150E-003,1566.16,3.1150E-003,1566.16,3.1150E-003,1566.16,3.1150E-003
1566.23,-2.512296137,3.0740E-003,1566.23,3.0740E-003,1566.23,3.0740E-003,1566.23,3.0740E-003,1566.23,3.0740E-003
1566.3,-2.519561853,3.0230E-003,1566.3,3.0230E-003,1566.3,3.0230E-003,1566.3,3.0230E-003,1566.3,3.0230E-003
1566.37,-2.527389802,2.9690E-003,1566.37,2.9690E-003,1566.37,2.9690E-003,1566.37,2.9690E-003,1566.37,2.9690E-003
1566.44,-2.534468443,2.9210E-003,1566.44,2.9210E-003,1566.44,2.9210E-003,1566.44,2.9210E-003,1566.44,2.9210E-003
1566.51,-2.542269452,2.8690E-003,1566.51,2.8690E-003,1566.51,2.8690E-003,1566.51,2.8690E-003,1566.51,2.8690E-003
1566.58,-2.548827842,2.8260E-003,1566.58,2.8260E-003,1566.58,2.8260E-003,1566.58,2.8260E-003,1566.58,2.8260E-003
1566.65,-2.5551748,2.7850E-003,1566.65,2.7850E-003,1566.65,2.7850E-003,1566.65,2.7850E-003,1566.65,2.7850E-003
1566.72,-2.563042669,2.7350E-003,1566.72,2.7350E-003,1566.72,2.7350E-003,1566.72,2.7350E-003,1566.72,2.7350E-003
1566.79,-2.568958055,2.6980E-003,1566.79,2.6980E-003,1566.79,2.6980E-003,1566.79,2.6980E-003,1566.79,2.6980E-003
1566.86,-2.57626275,2.6530E-003,1566.86,2.6530E-003,1566.86,2.6530E-003,1566.86,2.6530E-003,1566.86,2.6530E-003
1566.93,-2.584192272,2.6050E-003,1566.93,2.6050E-003,1566.93,2.6050E-003,1566.93,2.6050E-003,1566.93,2.6050E-003
1567,-2.590574131,2.5670E-003,1567,2.5670E-003,1567,2.5670E-003,1567,2.5670E-003,1567,2.5670E-003
1567.07,-2.597394758,2.5270E-003,1567.07,2.5270E-003,1567.07,2.5270E-003,1567.07,2.5270E-003,1567.07,2.5270E-003
1567.14,-2.604673607,2.4850E-003,1567.14,2.4850E-003,1567.14,2.4850E-003,1567.14,2.4850E-003,1567.14,2.4850E-003
1567.21,-2.611898798,2.4440E-003,1567.21,2.4440E-003,1567.21,2.4440E-003,1567.21,2.4440E-003,1567.21,2.4440E-003
1567.28,-2.619246229,2.4030E-003,1567.28,2.4030E-003,1567.28,2.4030E-003,1567.28,2.4030E-003,1567.28,2.4030E-003
1567.35,-2.625618302,2.3680E-003,1567.35,2.3680E-003,1567.35,2.3680E-003,1567.35,2.3680E-003,1567.35,2.3680E-003
1567.42,-2.632271454,2.3320E-003,1567.42,2.3320E-003,1567.42,2.3320E-003,1567.42,2.3320E-003,1567.42,2.3320E-003
1567.49,-2.640164518,2.2900E-003,1567.49,2.2900E-003,1567.49,2.2900E-003,1567.49,2.2900E-003,1567.49,2.2900E-003
1567.56,-2.647238808,2.2530E-003,1567.56,2.2530E-003,1567.56,2.2530E-003,1567.56,2.2530E-003,1567.56,2.2530E-003
1567.63,-2.653451441,2.2210E-003,1567.63,2.2210E-003,1567.63,2.2210E-003,1567.63,2.2210E-003,1567.63,2.2210E-003
1567.7,-2.66274046,2.1740E-003,1567.7,2.1740E-003,1567.7,2.1740E-003,1567.7,2.1740E-003,1567.7,2.1740E-003
1567.77,-2.668572703,2.1450E-003,1567.77,2.1450E-003,1567.77,2.1450E-003,1567.77,2.1450E-003,1567.77,2.1450E-003
1567.84,-2.67592342,2.1090E-003,1567.84,2.1090E-003,1567.84,2.1090E-003,1567.84,2.1090E-003,1567.84,2.1090E-003
1567.91,-2.682354457,2.0780E-003,1567.91,2.0780E-003,1567.91,2.0780E-003,1567.91,2.0780E-003,1567.91,2.0780E-003
1567.98,-2.689944262,2.0420E-003,1567.98,2.0420E-003,1567.98,2.0420E-003,1567.98,2.0420E-003,1567.98,2.0420E-003
1568.05,-2.697236292,2.0080E-003,1568.05,2.0080E-003,1568.05,2.0080E-003,1568.05,2.0080E-003,1568.05,2.0080E-003
1568.12,-2.704872915,1.9730E-003,1568.12,1.9730E-003,1568.12,1.9730E-003,1568.12,1.9730E-003,1568.12,1.9730E-003
1568.19,-2.710634048,1.9470E-003,1568.19,1.9470E-003,1568.19,1.9470E-003,1568.19,1.9470E-003,1568.19,1.9470E-003
1568.26,-2.717831222,1.9150E-003,1568.26,1.9150E-003,1568.26,1.9150E-003,1568.26,1.9150E-003,1568.26,1.9150E-003
1568.33,-2.725380381,1.8820E-003,1568.33,1.8820E-003,1568.33,1.8820E-003,1568.33,1.8820E-003,1568.33,1.8820E-003
1568.4,-2.732828272,1.8500E-003,1568.4,1.8500E-003,1568.4,1.8500E-003,1568.4,1.8500E-003,1568.4,1.8500E-003
1568.47,-2.738975166,1.8240E-003,1568.47,1.8240E-003,1568.47,1.8240E-003,1568.47,1.8240E-003,1568.47,1.8240E-003
1568.54,-2.745451923,1.7970E-003,1568.54,1.7970E-003,1568.54,1.7970E-003,1568.54,1.7970E-003,1568.54,1.7970E-003
1568.61,-2.754240644,1.7610E-003,1568.61,1.7610E-003,1568.61,1.7610E-003,1568.61,1.7610E-003,1568.61,1.7610E-003
1568.68,-2.760450279,1.7360E-003,1568.68,1.7360E-003,1568.68,1.7360E-003,1568.68,1.7360E-003,1568.68,1.7360E-003
1568.75,-2.76649624,1.7120E-003,1568.75,1.7120E-003,1568.75,1.7120E-003,1568.75,1.7120E-003,1568.75,1.7120E-003
1568.82,-2.774174009,1.6820E-003,1568.82,1.6820E-003,1568.82,1.6820E-003,1568.82,1.6820E-003,1568.82,1.6820E-003
1568.89,-2.780677492,1.6570E-003,1568.89,1.6570E-003,1568.89,1.6570E-003,1568.89,1.6570E-003,1568.89,1.6570E-003
1568.96,-2.787546039,1.6310E-003,1568.96,1.6310E-003,1568.96,1.6310E-003,1568.96,1.6310E-003,1568.96,1.6310E-003
1569.03,-2.795066478,1.6030E-003,1569.03,1.6030E-003,1569.03,1.6030E-003,1569.03,1.6030E-003,1569.03,1.6030E-003
1569.1,-2.802443787,1.5760E-003,1569.1,1.5760E-003,1569.1,1.5760E-003,1569.1,1.5760E-003,1569.1,1.5760E-003
1569.17,-2.809388202,1.5510E-003,1569.17,1.5510E-003,1569.17,1.5510E-003,1569.17,1.5510E-003,1569.17,1.5510E-003
1569.24,-2.816160963,1.5270E-003,1569.24,1.5270E-003,1569.24,1.5270E-003,1569.24,1.5270E-003,1569.24,1.5270E-003
1569.31,-2.8224635,1.5050E-003,1569.31,1.5050E-003,1569.31,1.5050E-003,1569.31,1.5050E-003,1569.31,1.5050E-003
1569.38,-2.829151796,1.4820E-003,1569.38,1.4820E-003,1569.38,1.4820E-003,1569.38,1.4820E-003,1569.38,1.4820E-003
1569.45,-2.836242476,1.4580E-003,1569.45,1.4580E-003,1569.45,1.4580E-003,1569.45,1.4580E-003,1569.45,1.4580E-003
1569.52,-2.842241114,1.4380E-003,1569.52,1.4380E-003,1569.52,1.4380E-003,1569.52,1.4380E-003,1569.52,1.4380E-003
1569.59,-2.849857838,1.4130E-003,1569.59,1.4130E-003,1569.59,1.4130E-003,1569.59,1.4130E-003,1569.59,1.4130E-003
1569.66,-2.857923539,1.3870E-003,1569.66,1.3870E-003,1569.66,1.3870E-003,1569.66,1.3870E-003,1569.66,1.3870E-003
1569.73,-2.864231485,1.3670E-003,1569.73,1.3670E-003,1569.73,1.3670E-003,1569.73,1.3670E-003,1569.73,1.3670E-003
1569.8,-2.868702203,1.3530E-003,1569.8,1.3530E-003,1569.8,1.3530E-003,1569.8,1.3530E-003,1569.8,1.3530E-003
1569.87,-2.878112015,1.3240E-003,1569.87,1.3240E-003,1569.87,1.3240E-003,1569.87,1.3240E-003,1569.87,1.3240E-003
1569.94,-2.884389488,1.3050E-003,1569.94,1.3050E-003,1569.94,1.3050E-003,1569.94,1.3050E-003,1569.94,1.3050E-003
1570.01,-2.888401475,1.2930E-003,1570.01,1.2930E-003,1570.01,1.2930E-003,1570.01,1.2930E-003,1570.01,1.2930E-003
1570.08,-2.895171596,1.2730E-003,1570.08,1.2730E-003,1570.08,1.2730E-003,1570.08,1.2730E-003,1570.08,1.2730E-003
1570.15,-2.903437562,1.2490E-003,1570.15,1.2490E-003,1570.15,1.2490E-003,1570.15,1.2490E-003,1570.15,1.2490E-003
1570.22,-2.90868484,1.2340E-003,1570.22,1.2340E-003,1570.22,1.2340E-003,1570.22,1.2340E-003,1570.22,1.2340E-003
1570.29,-2.915781313,1.2140E-003,1570.29,1.2140E-003,1570.29,1.2140E-003,1570.29,1.2140E-003,1570.29,1.2140E-003
1570.36,-2.922995673,1.1940E-003,1570.36,1.1940E-003,1570.36,1.1940E-003,1570.36,1.1940E-003,1570.36,1.1940E-003
1570.43,-2.931072388,1.1720E-003,1570.43,1.1720E-003,1570.43,1.1720E-003,1570.43,1.1720E-003,1570.43,1.1720E-003
1570.5,-2.936666641,1.1570E-003,1570.5,1.1570E-003,1570.5,1.1570E-003,1570.5,1.1570E-003,1570.5,1.1570E-003
